timestamp,timestring,K9_D
1471564800000,2016-08-19,10.81403
1471824000000,2016-08-22,7.699539
1471910400000,2016-08-23,10.49016
1471996800000,2016-08-24,14.47642
1472083200000,2016-08-25,28.40093
1472169600000,2016-08-26,34.21172
1472428800000,2016-08-29,39.04712
1472515200000,2016-08-30,53.95935
1472601600000,2016-08-31,69.30623
1472688000000,2016-09-01,71.8872
1472774400000,2016-09-02,56.12152
1473033600000,2016-09-05,45.10666
1473120000000,2016-09-06,34.6688
1473206400000,2016-09-07,29.43437
1473292800000,2016-09-08,36.86429
1473379200000,2016-09-09,41.81757
1473465600000,2016-09-10,39.37263
1473638400000,2016-09-12,30.84612
1473724800000,2016-09-13,22.69173
1473811200000,2016-09-14,19.40133
1474243200000,2016-09-19,26.60943
1474329600000,2016-09-20,44.23535
1474416000000,2016-09-21,62.82356
1474502400000,2016-09-22,72.00287
1474588800000,2016-09-23,78.52401
1474848000000,2016-09-26,80.81375
1475107200000,2016-09-29,86.1675
1475193600000,2016-09-30,86.87762
1475452800000,2016-10-03,89.1899
1475539200000,2016-10-04,85.77572
1475625600000,2016-10-05,73.34546
1475712000000,2016-10-06,59.503
1475798400000,2016-10-07,40.32225
1476144000000,2016-10-11,30.91081
1476230400000,2016-10-12,27.56692
1476316800000,2016-10-13,20.94205
1476403200000,2016-10-14,15.5337
1476662400000,2016-10-17,14.75832
1476748800000,2016-10-18,12.52088
1476835200000,2016-10-19,13.16653
1476921600000,2016-10-20,13.59696
1477008000000,2016-10-21,19.1837
1477267200000,2016-10-24,40.19655
1477353600000,2016-10-25,52.19453
1477440000000,2016-10-26,60.37775
1477526400000,2016-10-27,66.60844
1477612800000,2016-10-28,56.80872
1477872000000,2016-10-31,51.03038
1477958400000,2016-11-01,38.78216
1478044800000,2016-11-02,25.85477
1478131200000,2016-11-03,19.95759
1478217600000,2016-11-04,15.34587
1478476800000,2016-11-07,17.71357
1478563200000,2016-11-08,16.98147
1478649600000,2016-11-09,12.70986
1478736000000,2016-11-10,26.35941
1478822400000,2016-11-11,22.5112
1479081600000,2016-11-14,30.03093
1479168000000,2016-11-15,35.04409
1479254400000,2016-11-16,38.38619
1479340800000,2016-11-17,41.08375
1479427200000,2016-11-18,43.82109
1479686400000,2016-11-21,52.60589
1479772800000,2016-11-22,65.56703
1479859200000,2016-11-23,66.40639
1479945600000,2016-11-24,51.5173
1480032000000,2016-11-25,47.38832
1480291200000,2016-11-28,56.22991
1480377600000,2016-11-29,61.29613
1480464000000,2016-11-30,60.37628
1480550400000,2016-12-01,63.93505
1480636800000,2016-12-02,66.30756
1480896000000,2016-12-05,63.50328
1480982400000,2016-12-06,59.00219
1481068800000,2016-12-07,55.551
1481155200000,2016-12-08,54.62659
1481241600000,2016-12-09,39.44804
1481500800000,2016-12-12,36.55505
1481587200000,2016-12-13,32.06233
1481673600000,2016-12-14,39.55671
1481760000000,2016-12-15,44.55296
1481846400000,2016-12-16,56.97468
1482105600000,2016-12-19,57.68007
1482192000000,2016-12-20,70.50468
1482278400000,2016-12-21,69.22535
1482364800000,2016-12-22,58.055
1482451200000,2016-12-23,50.6081
1482710400000,2016-12-26,56.35776
1482796800000,2016-12-27,48.68295
1482883200000,2016-12-28,55.7886
1482969600000,2016-12-29,57.19241
1483056000000,2016-12-30,58.12829
1483401600000,2017-01-03,67.48783
1483488000000,2017-01-04,68.11016
1483574400000,2017-01-05,69.60032
1483660800000,2017-01-06,72.716
1483920000000,2017-01-09,65.43638
1484006400000,2017-01-10,46.40202
1484092800000,2017-01-11,30.93468
1484179200000,2017-01-12,21.01994
1484265600000,2017-01-13,17.34662
1484524800000,2017-01-16,14.15699
1484611200000,2017-01-17,12.15116
1484697600000,2017-01-18,12.57232
1484784000000,2017-01-19,11.22706
1484870400000,2017-01-20,14.55539
1485129600000,2017-01-23,21.24203
1485216000000,2017-01-24,28.44704
1485993600000,2017-02-02,29.491
1486080000000,2017-02-03,42.57732
1486339200000,2017-02-06,56.38486
1486425600000,2017-02-07,64.25658
1486512000000,2017-02-08,70.8377
1486598400000,2017-02-09,60.55846
1486684800000,2017-02-10,67.7532
1486944000000,2017-02-13,74.62616
1487030400000,2017-02-14,71.02737
1487116800000,2017-02-15,74.88779
1487203200000,2017-02-16,76.14743
1487289600000,2017-02-17,81.43163
