timestamp,timestring,K9_D
1471564800000,2016-08-19,63.83905
1471824000000,2016-08-22,46.72601
1471910400000,2016-08-23,32.26176
1471996800000,2016-08-24,25.31734
1472083200000,2016-08-25,27.3544
1472169600000,2016-08-26,29.66481
1472428800000,2016-08-29,35.90558
1472515200000,2016-08-30,47.59295
1472601600000,2016-08-31,62.59286
1472688000000,2016-09-01,70.29999
1472774400000,2016-09-02,67.10472
1473033600000,2016-09-05,75.68885
1473120000000,2016-09-06,80.45924
1473206400000,2016-09-07,83.79821
1473292800000,2016-09-08,82.84957
1473379200000,2016-09-09,82.68404
1473465600000,2016-09-10,74.73053
1473638400000,2016-09-12,65.50661
1473724800000,2016-09-13,61.31815
1473811200000,2016-09-14,74.2121
1474243200000,2016-09-19,72.80803
1474329600000,2016-09-20,71.87198
1474416000000,2016-09-21,67.91467
1474502400000,2016-09-22,73.60979
1474588800000,2016-09-23,74.0732
1474848000000,2016-09-26,71.04878
1475107200000,2016-09-29,64.03252
1475193600000,2016-09-30,51.02168
1475452800000,2016-10-03,37.7181
1475539200000,2016-10-04,32.98851
1475625600000,2016-10-05,35.71779
1475712000000,2016-10-06,39.49815
1475798400000,2016-10-07,57.91107
1476144000000,2016-10-11,67.17882
1476230400000,2016-10-12,76.53194
1476316800000,2016-10-13,84.35462
1476403200000,2016-10-14,87.4192
1476662400000,2016-10-17,91.6128
1476748800000,2016-10-18,94.40853
1476835200000,2016-10-19,94.518
1476921600000,2016-10-20,95.15488
1477008000000,2016-10-21,96.76991
1477267200000,2016-10-24,97.8466
1477353600000,2016-10-25,94.49936
1477440000000,2016-10-26,91.571
1477526400000,2016-10-27,83.59637
1477612800000,2016-10-28,72.97229
1477872000000,2016-10-31,61.74342
1477958400000,2016-11-01,42.17236
1478044800000,2016-11-02,28.11491
1478131200000,2016-11-03,20.29367
1478217600000,2016-11-04,25.15702
1478476800000,2016-11-07,27.29767
1478563200000,2016-11-08,22.00795
1478649600000,2016-11-09,19.43386
1478736000000,2016-11-10,21.68605
1478822400000,2016-11-11,17.96615
1479081600000,2016-11-14,22.07844
1479168000000,2016-11-15,20.77958
1479254400000,2016-11-16,24.96418
1479340800000,2016-11-17,26.0178
1479427200000,2016-11-18,31.63091
1479686400000,2016-11-21,37.75397
1479772800000,2016-11-22,40.85564
1479859200000,2016-11-23,48.80576
1479945600000,2016-11-24,45.87056
1480032000000,2016-11-25,47.24704
1480291200000,2016-11-28,52.33138
1480377600000,2016-11-29,59.88763
1480464000000,2016-11-30,62.84174
1480550400000,2016-12-01,66.33891
1480636800000,2016-12-02,66.44816
1480896000000,2016-12-05,59.85434
1480982400000,2016-12-06,44.34736
1481068800000,2016-12-07,39.98158
1481155200000,2016-12-08,37.07106
1481241600000,2016-12-09,39.29733
1481500800000,2016-12-12,48.42044
1481587200000,2016-12-13,45.61359
1481673600000,2016-12-14,47.07573
1481760000000,2016-12-15,49.56562
1481846400000,2016-12-16,66.37708
1482105600000,2016-12-19,58.53709
1482192000000,2016-12-20,57.20652
1482278400000,2016-12-21,53.28922
1482364800000,2016-12-22,44.61704
1482451200000,2016-12-23,41.86586
1482710400000,2016-12-26,46.09237
1482796800000,2016-12-27,54.97068
1482883200000,2016-12-28,63.31376
1482969600000,2016-12-29,75.54251
1483056000000,2016-12-30,83.69501
1483401600000,2017-01-03,89.13
1483488000000,2017-01-04,90.99891
1483574400000,2017-01-05,86.9817
1483660800000,2017-01-06,80.20998
1483920000000,2017-01-09,68.05664
1484006400000,2017-01-10,60.92667
1484092800000,2017-01-11,52.52253
1484179200000,2017-01-12,65.57051
1484265600000,2017-01-13,70.98639
1484524800000,2017-01-16,72.32429
1484611200000,2017-01-17,70.43848
1484697600000,2017-01-18,71.95901
1484784000000,2017-01-19,61.86155
1484870400000,2017-01-20,55.12991
1485129600000,2017-01-23,45.08669
1485216000000,2017-01-24,35.61337
1485993600000,2017-02-02,34.85339
1486080000000,2017-02-03,48.23562
1486339200000,2017-02-06,62.92625
1486425600000,2017-02-07,72.72002
1486512000000,2017-02-08,81.81334
1486598400000,2017-02-09,81.20891
1486684800000,2017-02-10,83.0282
1486944000000,2017-02-13,86.30454
1487030400000,2017-02-14,90.86969
1487116800000,2017-02-15,92.0613
1487203200000,2017-02-16,86.37424
1487289600000,2017-02-17,78.41618
