timestamp,timestring,K9_D
1471478400000,2016-08-18,18.05292
1471564800000,2016-08-19,17.7824
1471824000000,2016-08-22,17.60206
1471910400000,2016-08-23,22.40141
1471996800000,2016-08-24,20.26763
1472083200000,2016-08-25,17.51179
1472169600000,2016-08-26,11.67453
1472428800000,2016-08-29,25.02439
1472515200000,2016-08-30,27.02777
1472601600000,2016-08-31,23.76563
1472688000000,2016-09-01,19.29206
1472774400000,2016-09-02,18.57565
1473033600000,2016-09-05,24.38379
1473120000000,2016-09-06,28.25588
1473206400000,2016-09-07,28.17065
1473292800000,2016-09-08,31.82391
1473379200000,2016-09-09,46.54929
1473465600000,2016-09-10,56.36621
1473638400000,2016-09-12,57.39731
1473724800000,2016-09-13,53.58021
1473811200000,2016-09-14,41.97012
1474243200000,2016-09-19,36.31343
1474329600000,2016-09-20,30.45893
1474416000000,2016-09-21,25.68229
1474502400000,2016-09-22,22.49786
1474588800000,2016-09-23,20.3749
1474848000000,2016-09-26,18.9596
1475107200000,2016-09-29,14.39423
1475193600000,2016-09-30,20.70729
1475452800000,2016-10-03,24.916
1475539200000,2016-10-04,26.48717
1475625600000,2016-10-05,22.59641
1475712000000,2016-10-06,27.40996
1475798400000,2016-10-07,29.93993
1476144000000,2016-10-11,22.99028
1476230400000,2016-10-12,17.34706
1476316800000,2016-10-13,12.57483
1476403200000,2016-10-14,8.383222
1476662400000,2016-10-17,11.57172
1476748800000,2016-10-18,9.264875
1476835200000,2016-10-19,11.14113
1476921600000,2016-10-20,8.787967
1477008000000,2016-10-21,10.15974
1477267200000,2016-10-24,8.055191
1477353600000,2016-10-25,8.544744
1477440000000,2016-10-26,12.04567
1477526400000,2016-10-27,9.617726
1477612800000,2016-10-28,6.411818
1477872000000,2016-10-31,4.274545
1477958400000,2016-11-01,6.849737
1478044800000,2016-11-02,8.566482
1478131200000,2016-11-03,5.710988
1478217600000,2016-11-04,12.75043
1478476800000,2016-11-07,18.25638
1478563200000,2016-11-08,18.37247
1478649600000,2016-11-09,13.79871
1478736000000,2016-11-10,28.95222
1478822400000,2016-11-11,34.1163
1479168000000,2016-11-15,35.70718
1479254400000,2016-11-16,32.44677
1479340800000,2016-11-17,26.56944
1479427200000,2016-11-18,26.35494
1479686400000,2016-11-21,31.15021
1479772800000,2016-11-22,29.74117
1479859200000,2016-11-23,28.33809
1479945600000,2016-11-24,38.43229
1480032000000,2016-11-25,51.70848
1480291200000,2016-11-28,62.00858
1480377600000,2016-11-29,71.77383
1480464000000,2016-11-30,73.6068
1480550400000,2016-12-01,78.89575
1480636800000,2016-12-02,81.58263
1480896000000,2016-12-05,82.72171
1480982400000,2016-12-06,74.84476
1481068800000,2016-12-07,63.22982
1481155200000,2016-12-08,53.8199
1481241600000,2016-12-09,43.72309
1481500800000,2016-12-12,38.95264
1481587200000,2016-12-13,41.524
1481673600000,2016-12-14,38.79378
1481760000000,2016-12-15,50.30693
1481846400000,2016-12-16,44.64906
1482105600000,2016-12-19,45.32162
1482192000000,2016-12-20,36.88106
1482278400000,2016-12-21,40.14294
1482364800000,2016-12-22,42.31754
1482451200000,2016-12-23,39.3228
1482710400000,2016-12-26,39.17818
1482796800000,2016-12-27,35.37805
1482883200000,2016-12-28,45.80761
1482969600000,2016-12-29,47.20511
1483056000000,2016-12-30,51.84042
1483401600000,2017-01-03,67.89362
1483488000000,2017-01-04,78.59574
1483574400000,2017-01-05,85.73049
1483660800000,2017-01-06,79.37591
1483920000000,2017-01-09,62.17653
1484006400000,2017-01-10,55.73675
1484092800000,2017-01-11,45.49118
1484179200000,2017-01-12,39.85125
1484265600000,2017-01-13,36.0913
1484524800000,2017-01-16,26.44183
1484611200000,2017-01-17,17.62789
1484697600000,2017-01-18,13.97416
1484784000000,2017-01-19,9.316104
1484870400000,2017-01-20,14.54406
1485129600000,2017-01-23,13.02939
1485216000000,2017-01-24,18.68629
1485993600000,2017-02-02,30.16587
1486080000000,2017-02-03,47.19393
1486339200000,2017-02-06,62.90919
1486425600000,2017-02-07,72.54056
1486512000000,2017-02-08,76.22923
1486598400000,2017-02-09,77.04898
1486684800000,2017-02-10,73.3999
1486944000000,2017-02-13,66.47713
1487030400000,2017-02-14,61.92815
1487116800000,2017-02-15,54.61876
1487203200000,2017-02-16,68.79347
1487289600000,2017-02-17,71.11482
