timestamp,timestring,K9_D
1471564800000,2016-08-19,56.73701
1471824000000,2016-08-22,44.23489
1471910400000,2016-08-23,41.98989
1471996800000,2016-08-24,49.56181
1472083200000,2016-08-25,55.95782
1472169600000,2016-08-26,60.22183
1472428800000,2016-08-29,58.89784
1472515200000,2016-08-30,54.82081
1472601600000,2016-08-31,54.32496
1472688000000,2016-09-01,51.77222
1472774400000,2016-09-02,54.51484
1473033600000,2016-09-05,58.56541
1473120000000,2016-09-06,64.04353
1473206400000,2016-09-07,71.86227
1473292800000,2016-09-08,79.15814
1473379200000,2016-09-09,83.54127
1473465600000,2016-09-10,77.91637
1473638400000,2016-09-12,78.61087
1473724800000,2016-09-13,76.8516
1473811200000,2016-09-14,80.64608
1474243200000,2016-09-19,74.81671
1474329600000,2016-09-20,78.66559
1474416000000,2016-09-21,84.62761
1474502400000,2016-09-22,81.72704
1474588800000,2016-09-23,81.02792
1474848000000,2016-09-26,79.32725
1475107200000,2016-09-29,74.48973
1475193600000,2016-09-30,66.94376
1475452800000,2016-10-03,64.009
1475539200000,2016-10-04,61.97093
1475625600000,2016-10-05,62.61023
1475712000000,2016-10-06,66.74013
1475798400000,2016-10-07,62.88421
1476144000000,2016-10-11,56.86524
1476230400000,2016-10-12,58.59974
1476316800000,2016-10-13,55.15838
1476403200000,2016-10-14,39.67086
1476662400000,2016-10-17,38.94722
1476748800000,2016-10-18,41.24263
1476835200000,2016-10-19,38.6062
1476921600000,2016-10-20,38.83271
1477008000000,2016-10-21,43.17241
1477267200000,2016-10-24,52.2384
1477353600000,2016-10-25,53.00749
1477440000000,2016-10-26,55.33836
1477526400000,2016-10-27,53.55887
1477612800000,2016-10-28,39.03924
1477872000000,2016-10-31,36.17116
1477958400000,2016-11-01,42.95466
1478044800000,2016-11-02,44.57852
1478131200000,2016-11-03,45.6611
1478217600000,2016-11-04,47.83199
1478476800000,2016-11-07,59.16073
1478563200000,2016-11-08,66.71323
1478649600000,2016-11-09,53.44986
1478736000000,2016-11-10,60.43943
1478822400000,2016-11-11,63.16116
1479081600000,2016-11-14,67.68881
1479168000000,2016-11-15,71.56268
1479254400000,2016-11-16,72.63058
1479340800000,2016-11-17,73.96556
1479427200000,2016-11-18,73.29794
1479686400000,2016-11-21,70.67215
1479772800000,2016-11-22,65.03593
1479859200000,2016-11-23,75.7897
1479945600000,2016-11-24,75.00564
1480032000000,2016-11-25,67.46407
1480291200000,2016-11-28,64.55276
1480377600000,2016-11-29,67.3595
1480464000000,2016-11-30,67.87933
1480550400000,2016-12-01,75.52499
1480636800000,2016-12-02,76.54047
1480896000000,2016-12-05,71.17351
1480982400000,2016-12-06,61.37939
1481068800000,2016-12-07,59.82507
1481155200000,2016-12-08,59.88336
1481241600000,2016-12-09,52.35163
1481500800000,2016-12-12,47.56779
1481587200000,2016-12-13,43.95678
1481673600000,2016-12-14,48.10795
1481760000000,2016-12-15,52.07198
1481846400000,2016-12-16,54.71468
1482105600000,2016-12-19,49.80976
1482192000000,2016-12-20,47.65096
1482278400000,2016-12-21,50.43401
1482364800000,2016-12-22,52.28939
1482451200000,2016-12-23,36.5263
1482710400000,2016-12-26,24.35087
1482796800000,2016-12-27,16.23391
1482883200000,2016-12-28,20.92366
1482969600000,2016-12-29,25.06028
1483056000000,2016-12-30,42.74851
1483401600000,2017-01-03,48.29067
1483488000000,2017-01-04,49.38127
1483574400000,2017-01-05,57.92086
1483660800000,2017-01-06,64.80436
1483920000000,2017-01-09,66.06005
1484006400000,2017-01-10,65.46862
1484092800000,2017-01-11,65.55049
1484179200000,2017-01-12,60.0845
1484265600000,2017-01-13,42.75909
1484524800000,2017-01-16,36.63616
1484611200000,2017-01-17,37.43228
1484697600000,2017-01-18,39.58899
1484784000000,2017-01-19,43.98528
1484870400000,2017-01-20,54.32349
1485129600000,2017-01-23,61.8109
1485216000000,2017-01-24,70.09616
1485993600000,2017-02-02,78.32803
1486080000000,2017-02-03,78.66496
1486339200000,2017-02-06,75.80515
1486425600000,2017-02-07,76.00845
1486512000000,2017-02-08,79.19795
1486598400000,2017-02-09,79.53131
1486684800000,2017-02-10,74.86
1486944000000,2017-02-13,64.80864
1487030400000,2017-02-14,50.08403
1487116800000,2017-02-15,45.11778
1487203200000,2017-02-16,35.01679
1487289600000,2017-02-17,31.98652
