timestamp,timestring,K9_D
1471564800000,2016-08-19,25.89458
1471824000000,2016-08-22,19.82713
1471910400000,2016-08-23,24.64663
1471996800000,2016-08-24,19.20893
1472083200000,2016-08-25,19.82347
1472169600000,2016-08-26,21.54898
1472428800000,2016-08-29,24.7827
1472515200000,2016-08-30,30.80758
1472601600000,2016-08-31,37.20494
1472688000000,2016-09-01,41.47009
1472774400000,2016-09-02,47.09111
1473033600000,2016-09-05,57.03517
1473120000000,2016-09-06,65.47449
1473206400000,2016-09-07,72.81622
1473292800000,2016-09-08,76.32195
1473379200000,2016-09-09,72.45004
1473465600000,2016-09-10,68.30011
1473638400000,2016-09-12,72.51754
1473724800000,2016-09-13,75.1743
1473811200000,2016-09-14,75.11618
1474243200000,2016-09-19,77.57741
1474329600000,2016-09-20,81.34789
1474416000000,2016-09-21,85.34299
1474502400000,2016-09-22,57.51257
1474588800000,2016-09-23,38.34171
1474848000000,2016-09-26,26.13581
1475107200000,2016-09-29,17.42388
1475193600000,2016-09-30,12.12098
1475452800000,2016-10-03,8.563755
1475539200000,2016-10-04,6.192272
1475625600000,2016-10-05,4.604383
1475712000000,2016-10-06,9.73628
1475798400000,2016-10-07,14.82425
1476144000000,2016-10-11,19.40661
1476230400000,2016-10-12,16.50924
1476316800000,2016-10-13,12.19666
1476403200000,2016-10-14,22.41685
1476662400000,2016-10-17,22.08741
1476748800000,2016-10-18,27.82019
1476835200000,2016-10-19,26.88014
1476921600000,2016-10-20,28.63444
1477008000000,2016-10-21,27.73162
1477267200000,2016-10-24,46.55797
1477353600000,2016-10-25,55.60002
1477440000000,2016-10-26,60.59608
1477526400000,2016-10-27,67.84825
1477612800000,2016-10-28,68.76157
1477872000000,2016-10-31,60.12683
1477958400000,2016-11-01,50.34103
1478044800000,2016-11-02,45.32534
1478131200000,2016-11-03,41.98155
1478217600000,2016-11-04,31.32103
1478476800000,2016-11-07,35.6955
1478563200000,2016-11-08,27.71857
1478649600000,2016-11-09,23.47908
1478736000000,2016-11-10,26.17902
1478822400000,2016-11-11,31.17816
1479081600000,2016-11-14,30.30924
1479168000000,2016-11-15,30.20616
1479254400000,2016-11-16,25.1374
1479340800000,2016-11-17,27.36429
1479427200000,2016-11-18,26.17934
1479686400000,2016-11-21,20.6275
1479772800000,2016-11-22,23.27549
1479859200000,2016-11-23,21.8662
1479945600000,2016-11-24,32.35528
1480032000000,2016-11-25,50.45906
1480291200000,2016-11-28,62.52826
1480377600000,2016-11-29,73.0581
1480464000000,2016-11-30,76.77562
1480550400000,2016-12-01,80.1311
1480636800000,2016-12-02,81.49095
1480896000000,2016-12-05,85.16058
1480982400000,2016-12-06,88.39761
1481068800000,2016-12-07,91.33922
1481155200000,2016-12-08,85.40259
1481241600000,2016-12-09,84.38609
1481500800000,2016-12-12,80.067
1481587200000,2016-12-13,80.65074
1481673600000,2016-12-14,80.08295
1481760000000,2016-12-15,84.96753
1481846400000,2016-12-16,80.1744
1482105600000,2016-12-19,65.9495
1482192000000,2016-12-20,71.04951
1482278400000,2016-12-21,74.03288
1482364800000,2016-12-22,63.64103
1482451200000,2016-12-23,49.57013
1482710400000,2016-12-26,47.33253
1482796800000,2016-12-27,53.77724
1482883200000,2016-12-28,49.18487
1482969600000,2016-12-29,39.45671
1483056000000,2016-12-30,35.82825
1483401600000,2017-01-03,31.72862
1483488000000,2017-01-04,26.70809
1483574400000,2017-01-05,32.62017
1483660800000,2017-01-06,31.00606
1483920000000,2017-01-09,26.22638
1484006400000,2017-01-10,19.44508
1484092800000,2017-01-11,22.76734
1484179200000,2017-01-12,25.59494
1484265600000,2017-01-13,23.72992
1484524800000,2017-01-16,25.6239
1484611200000,2017-01-17,24.92573
1484697600000,2017-01-18,33.28382
1484784000000,2017-01-19,37.74485
1484870400000,2017-01-20,36.27435
1485129600000,2017-01-23,39.73854
1485216000000,2017-01-24,48.71458
1485993600000,2017-02-02,56.92088
1486080000000,2017-02-03,71.28058
1486339200000,2017-02-06,80.85371
1486425600000,2017-02-07,81.85945
1486512000000,2017-02-08,86.79517
1486598400000,2017-02-09,85.6412
1486684800000,2017-02-10,85.983
1486944000000,2017-02-13,86.2109
1487030400000,2017-02-14,84.14056
1487116800000,2017-02-15,82.76035
1487203200000,2017-02-16,77.39579
1487289600000,2017-02-17,56.72551
