timestamp,timestring,K9_D
1471824000000,2016-08-22,31.38911
1471910400000,2016-08-23,36.92606
1471996800000,2016-08-24,35.28403
1472083200000,2016-08-25,35.52271
1472169600000,2016-08-26,28.02966
1472428800000,2016-08-29,23.62471
1472515200000,2016-08-30,18.31391
1472601600000,2016-08-31,15.5426
1472688000000,2016-09-01,27.90557
1472774400000,2016-09-02,27.37568
1473033600000,2016-09-05,30.53118
1473120000000,2016-09-06,27.37165
1473206400000,2016-09-07,27.01973
1473292800000,2016-09-08,33.80265
1473379200000,2016-09-09,45.34213
1473465600000,2016-09-10,39.11696
1473638400000,2016-09-12,29.41131
1473724800000,2016-09-13,21.12272
1473811200000,2016-09-14,15.53105
1474243200000,2016-09-19,36.44096
1474329600000,2016-09-20,43.13457
1474416000000,2016-09-21,59.35746
1474502400000,2016-09-22,69.07983
1474588800000,2016-09-23,75.5614
1474848000000,2016-09-26,75.51087
1475107200000,2016-09-29,72.74493
1475193600000,2016-09-30,70.35455
1475452800000,2016-10-03,63.56968
1475539200000,2016-10-04,56.57732
1475625600000,2016-10-05,51.71822
1475712000000,2016-10-06,35.62826
1475798400000,2016-10-07,50.41885
1476144000000,2016-10-11,49.08876
1476230400000,2016-10-12,47.01159
1476316800000,2016-10-13,34.67441
1476403200000,2016-10-14,24.06863
1476662400000,2016-10-17,22.71239
1476748800000,2016-10-18,30.05388
1476835200000,2016-10-19,41.08857
1476921600000,2016-10-20,50.19941
1477008000000,2016-10-21,59.8399
1477267200000,2016-10-24,67.80654
1477353600000,2016-10-25,73.65964
1477440000000,2016-10-26,81.65234
1477526400000,2016-10-27,80.1139
1477612800000,2016-10-28,74.64383
1477872000000,2016-10-31,66.42921
1477958400000,2016-11-01,61.09054
1478044800000,2016-11-02,54.35021
1478131200000,2016-11-03,41.7187
1478217600000,2016-11-04,29.50023
1478476800000,2016-11-07,31.45543
1478563200000,2016-11-08,43.328
1478649600000,2016-11-09,38.88533
1478736000000,2016-11-10,47.82831
1478822400000,2016-11-11,63.87478
1479081600000,2016-11-14,62.47566
1479168000000,2016-11-15,58.31712
1479254400000,2016-11-16,55.54475
1479340800000,2016-11-17,55.57822
1479427200000,2016-11-18,52.06715
1479686400000,2016-11-21,50.32704
1479772800000,2016-11-22,50.57265
1479859200000,2016-11-23,49.9544
1479945600000,2016-11-24,49.37437
1480032000000,2016-11-25,50.81748
1480291200000,2016-11-28,47.45859
1480377600000,2016-11-29,58.79953
1480464000000,2016-11-30,55.86639
1480550400000,2016-12-01,55.76279
1480636800000,2016-12-02,57.58338
1480896000000,2016-12-05,38.38892
1480982400000,2016-12-06,28.42949
1481068800000,2016-12-07,28.17286
1481155200000,2016-12-08,30.68671
1481241600000,2016-12-09,29.18801
1481500800000,2016-12-12,29.77615
1481587200000,2016-12-13,26.19996
1481673600000,2016-12-14,23.02225
1481760000000,2016-12-15,46.35594
1481846400000,2016-12-16,50.28379
1482105600000,2016-12-19,42.29449
1482192000000,2016-12-20,45.74017
1482278400000,2016-12-21,55.05482
1482364800000,2016-12-22,48.98394
1482451200000,2016-12-23,48.44546
1482710400000,2016-12-26,56.85835
1482796800000,2016-12-27,49.30908
1482883200000,2016-12-28,39.53943
1482969600000,2016-12-29,36.35963
1483056000000,2016-12-30,37.57317
1483401600000,2017-01-03,32.1917
1483488000000,2017-01-04,35.74685
1483574400000,2017-01-05,51.21215
1483660800000,2017-01-06,57.95096
1483920000000,2017-01-09,54.11019
1484006400000,2017-01-10,50.74008
1484092800000,2017-01-11,50.49339
1484179200000,2017-01-12,48.94
1484265600000,2017-01-13,47.90441
1484524800000,2017-01-16,40.26954
1484611200000,2017-01-17,30.17961
1484697600000,2017-01-18,28.05628
1484784000000,2017-01-19,27.03756
1484870400000,2017-01-20,51.35837
1485129600000,2017-01-23,58.48135
1485216000000,2017-01-24,65.8815
1485993600000,2017-02-02,72.90652
1486080000000,2017-02-03,74.40147
1486339200000,2017-02-06,76.84735
1486425600000,2017-02-07,81.37862
1486512000000,2017-02-08,78.42545
1486598400000,2017-02-09,83.6846
1486684800000,2017-02-10,80.61967
1486944000000,2017-02-13,76.31591
1487030400000,2017-02-14,79.83902
1487116800000,2017-02-15,78.08476
1487203200000,2017-02-16,67.15621
1487289600000,2017-02-17,61.15012
1487376000000,2017-02-18,55.5815
