timestamp,timestring,Close_D
1472774400000,2016-09-02,22.53
1473033600000,2016-09-05,23.07
1473120000000,2016-09-06,23.17
1473206400000,2016-09-07,23.97
1473292800000,2016-09-08,25.1
1473379200000,2016-09-09,25.32
1473465600000,2016-09-10,25.49
1473638400000,2016-09-12,25.43
1473724800000,2016-09-13,25.36
1473811200000,2016-09-14,25.28
1473897600000,2016-09-15,25.36
1473984000000,2016-09-16,25.36
1474243200000,2016-09-19,30.62
1474329600000,2016-09-20,29.4
1474416000000,2016-09-21,28.6
1474502400000,2016-09-22,28.61
1474588800000,2016-09-23,28.5
1474848000000,2016-09-26,28.12
1474934400000,2016-09-27,28.29
1475020800000,2016-09-28,28.29
1475107200000,2016-09-29,28.01
1475193600000,2016-09-30,27.31
1475452800000,2016-10-03,27.04
1475539200000,2016-10-04,27.3
1475625600000,2016-10-05,26.86
1475712000000,2016-10-06,26.23
1475798400000,2016-10-07,25.9
1476144000000,2016-10-11,22.78
1476230400000,2016-10-12,22.47
1476316800000,2016-10-13,22.3
1476403200000,2016-10-14,21.96
1476662400000,2016-10-17,21.86
1476748800000,2016-10-18,21.7
1476835200000,2016-10-19,21.52
1476921600000,2016-10-20,21.53
1477008000000,2016-10-21,21.49
1477267200000,2016-10-24,21.5
1477440000000,2016-10-26,21.32
1477526400000,2016-10-27,21.54
1477612800000,2016-10-28,21.4
1477872000000,2016-10-31,21.11
1478044800000,2016-11-02,21.4
1478131200000,2016-11-03,21
1478217600000,2016-11-04,21.39
1478476800000,2016-11-07,20.64
1478563200000,2016-11-08,21.5
1478649600000,2016-11-09,20.68
1478736000000,2016-11-10,20.98
1478822400000,2016-11-11,21.29
1479081600000,2016-11-14,20.82
1479168000000,2016-11-15,21.08
1479254400000,2016-11-16,21.12
1479340800000,2016-11-17,21.03
1479427200000,2016-11-18,21.01
1479686400000,2016-11-21,21.03
1479772800000,2016-11-22,21.01
1479859200000,2016-11-23,21.05
1479945600000,2016-11-24,21
1480032000000,2016-11-25,21.05
1480291200000,2016-11-28,21
1480377600000,2016-11-29,23.44
1480464000000,2016-11-30,23.28
1480550400000,2016-12-01,22.93
1480636800000,2016-12-02,22.86
1480896000000,2016-12-05,22.97
1480982400000,2016-12-06,22.88
1481068800000,2016-12-07,22.6
1481155200000,2016-12-08,23.09
1481241600000,2016-12-09,23.09
1481500800000,2016-12-12,22.99
1481587200000,2016-12-13,23
1481673600000,2016-12-14,23.02
1481760000000,2016-12-15,22.96
1481846400000,2016-12-16,22.99
1482105600000,2016-12-19,23.19
1482192000000,2016-12-20,23.09
1482278400000,2016-12-21,23.09
1482364800000,2016-12-22,22.98
1482451200000,2016-12-23,22.93
1482710400000,2016-12-26,22.91
1482796800000,2016-12-27,22.88
1482883200000,2016-12-28,22.9
1482969600000,2016-12-29,22.95
1483056000000,2016-12-30,22.94
1483315200000,2017-01-02,22.95
1483401600000,2017-01-03,22.95
1483488000000,2017-01-04,23
1483574400000,2017-01-05,23.04
1483660800000,2017-01-06,22.67
1483920000000,2017-01-09,22.93
1484006400000,2017-01-10,22.78
1484092800000,2017-01-11,22.66
1484179200000,2017-01-12,22.82
1484265600000,2017-01-13,22.92
1484524800000,2017-01-16,22.81
1484611200000,2017-01-17,22.67
1484697600000,2017-01-18,22.9
1484784000000,2017-01-19,23
1484870400000,2017-01-20,22.9
1485129600000,2017-01-23,22.88
1485216000000,2017-01-24,22.9
1485302400000,2017-01-25,23.09
1485388800000,2017-01-26,23.09
1485475200000,2017-01-27,23.09
1485734400000,2017-01-30,23.09
1485820800000,2017-01-31,23.09
1485907200000,2017-02-01,23.09
1485993600000,2017-02-02,23.01
1486080000000,2017-02-03,22.42
1486339200000,2017-02-06,22.36
1486425600000,2017-02-07,22
1486512000000,2017-02-08,22.3
1486598400000,2017-02-09,22.29
1486684800000,2017-02-10,22.22
1486944000000,2017-02-13,21.98
1487030400000,2017-02-14,22
1487116800000,2017-02-15,21.98
1487203200000,2017-02-16,21.77
1487289600000,2017-02-17,21.25
1487376000000,2017-02-18,21.8
1472688000000,2016-09-01,22.5
1472774400000,2016-09-02,22.53
1473033600000,2016-09-05,23.07
1473120000000,2016-09-06,23.17
1473206400000,2016-09-07,23.97
1473292800000,2016-09-08,25.1
1473379200000,2016-09-09,25.32
1473465600000,2016-09-10,25.49
1473638400000,2016-09-12,25.43
1473724800000,2016-09-13,25.36
1473811200000,2016-09-14,25.28
1473897600000,2016-09-15,25.36
1473984000000,2016-09-16,25.36
1474243200000,2016-09-19,30.62
1474329600000,2016-09-20,29.4
1474416000000,2016-09-21,28.6
1474502400000,2016-09-22,28.61
1474588800000,2016-09-23,28.5
1474848000000,2016-09-26,28.12
1474934400000,2016-09-27,28.29
1475020800000,2016-09-28,28.29
1475107200000,2016-09-29,28.01
1475193600000,2016-09-30,27.31
1475452800000,2016-10-03,27.04
1475539200000,2016-10-04,27.3
1475625600000,2016-10-05,26.86
1475712000000,2016-10-06,26.23
1475798400000,2016-10-07,25.9
1476144000000,2016-10-11,22.78
1476230400000,2016-10-12,22.47
1476316800000,2016-10-13,22.3
1476403200000,2016-10-14,21.96
1476662400000,2016-10-17,21.86
1476748800000,2016-10-18,21.7
1476835200000,2016-10-19,21.52
1476921600000,2016-10-20,21.53
1477008000000,2016-10-21,21.49
1477267200000,2016-10-24,21.5
1477440000000,2016-10-26,21.32
1477526400000,2016-10-27,21.54
1477612800000,2016-10-28,21.4
1477872000000,2016-10-31,21.11
1478044800000,2016-11-02,21.4
1478131200000,2016-11-03,21
1478217600000,2016-11-04,21.39
1478476800000,2016-11-07,20.64
1478563200000,2016-11-08,21.5
1478649600000,2016-11-09,20.68
1478736000000,2016-11-10,20.98
1478822400000,2016-11-11,21.29
1479081600000,2016-11-14,20.82
1479168000000,2016-11-15,21.08
1479254400000,2016-11-16,21.12
1479340800000,2016-11-17,21.03
1479427200000,2016-11-18,21.01
1479686400000,2016-11-21,21.03
1479772800000,2016-11-22,21.01
1479859200000,2016-11-23,21.05
1479945600000,2016-11-24,21
1480032000000,2016-11-25,21.05
1480291200000,2016-11-28,21
1480377600000,2016-11-29,23.44
1480464000000,2016-11-30,23.28
1480550400000,2016-12-01,22.93
1480636800000,2016-12-02,22.86
1480896000000,2016-12-05,22.97
1480982400000,2016-12-06,22.88
1481068800000,2016-12-07,22.6
1481155200000,2016-12-08,23.09
1481241600000,2016-12-09,23.09
1481500800000,2016-12-12,22.99
1481587200000,2016-12-13,23
1481673600000,2016-12-14,23.02
1481760000000,2016-12-15,22.96
1481846400000,2016-12-16,22.99
1482105600000,2016-12-19,23.19
1482192000000,2016-12-20,23.09
1482278400000,2016-12-21,23.09
1482364800000,2016-12-22,22.98
1482451200000,2016-12-23,22.93
1482710400000,2016-12-26,22.91
1482796800000,2016-12-27,22.88
1482883200000,2016-12-28,22.9
1482969600000,2016-12-29,22.95
1483056000000,2016-12-30,22.94
1483315200000,2017-01-02,22.95
1483401600000,2017-01-03,22.95
1483488000000,2017-01-04,23
1483574400000,2017-01-05,23.04
1483660800000,2017-01-06,22.67
1483920000000,2017-01-09,22.93
1484006400000,2017-01-10,22.78
1484092800000,2017-01-11,22.66
1484179200000,2017-01-12,22.82
1484265600000,2017-01-13,22.92
1484524800000,2017-01-16,22.81
1484611200000,2017-01-17,22.67
1484697600000,2017-01-18,22.9
1484784000000,2017-01-19,23
1484870400000,2017-01-20,22.9
1485129600000,2017-01-23,22.88
1485216000000,2017-01-24,22.9
1485302400000,2017-01-25,23.09
1485388800000,2017-01-26,23.09
1485475200000,2017-01-27,23.09
1485734400000,2017-01-30,23.09
1485820800000,2017-01-31,23.09
1485907200000,2017-02-01,23.09
1485993600000,2017-02-02,23.01
1486080000000,2017-02-03,22.42
1486339200000,2017-02-06,22.36
1486425600000,2017-02-07,22
1486512000000,2017-02-08,22.3
1486598400000,2017-02-09,22.29
1486684800000,2017-02-10,22.22
1486944000000,2017-02-13,21.98
1487030400000,2017-02-14,22
1487116800000,2017-02-15,21.98
1487203200000,2017-02-16,21.77
1487289600000,2017-02-17,21.25
1487376000000,2017-02-18,21.8
