timestamp,timestring,Close_D
1471824000000,2016-08-22,27
1471910400000,2016-08-23,26.9
1471996800000,2016-08-24,26.8
1472083200000,2016-08-25,27.3
1472169600000,2016-08-26,27.5
1472428800000,2016-08-29,27.2
1472515200000,2016-08-30,27.25
1472601600000,2016-08-31,26.7
1472688000000,2016-09-01,26.75
1472774400000,2016-09-02,26.7
1473033600000,2016-09-05,26.8
1473120000000,2016-09-06,26.7
1473206400000,2016-09-07,26.9
1473292800000,2016-09-08,26.7
1473379200000,2016-09-09,26.7
1473465600000,2016-09-10,26.6
1473638400000,2016-09-12,26.9
1473724800000,2016-09-13,26.3
1473811200000,2016-09-14,26.15
1474243200000,2016-09-19,25.8
1474329600000,2016-09-20,25
1474416000000,2016-09-21,25.4
1474502400000,2016-09-22,25.4
1474588800000,2016-09-23,25.4
1474848000000,2016-09-26,25.2
1475107200000,2016-09-29,24.9
1475193600000,2016-09-30,25
1475452800000,2016-10-03,24.8
1475539200000,2016-10-04,24.7
1475625600000,2016-10-05,24.3
1475712000000,2016-10-06,26.7
1475798400000,2016-10-07,27.6
1476144000000,2016-10-11,27.55
1476230400000,2016-10-12,26.15
1476316800000,2016-10-13,26
1476403200000,2016-10-14,25
1476662400000,2016-10-17,24.8
1476748800000,2016-10-18,24.7
1476835200000,2016-10-19,25.05
1476921600000,2016-10-20,24.9
1477008000000,2016-10-21,24.9
1477267200000,2016-10-24,24.7
1477353600000,2016-10-25,24.95
1477440000000,2016-10-26,24.7
1477526400000,2016-10-27,24.95
1477612800000,2016-10-28,24.65
1477872000000,2016-10-31,24.35
1477958400000,2016-11-01,24.1
1478044800000,2016-11-02,23.9
1478131200000,2016-11-03,23.7
1478217600000,2016-11-04,23.7
1478476800000,2016-11-07,23.55
1478563200000,2016-11-08,23.2
1478649600000,2016-11-09,21.35
1478736000000,2016-11-10,23.45
1478822400000,2016-11-11,22.2
1479081600000,2016-11-14,22.25
1479168000000,2016-11-15,22.25
1479254400000,2016-11-16,22.2
1479340800000,2016-11-17,21.15
1479427200000,2016-11-18,21.3
1479686400000,2016-11-21,21.4
1479772800000,2016-11-22,21.35
1479859200000,2016-11-23,21
1479945600000,2016-11-24,21.3
1480032000000,2016-11-25,20.8
1480291200000,2016-11-28,20.5
1480377600000,2016-11-29,22.55
