timestamp,timestring,Close_D
1471824000000,2016-08-22,18.65
1471910400000,2016-08-23,18.25
1471996800000,2016-08-24,18.2
1472083200000,2016-08-25,18.35
1472169600000,2016-08-26,18.1
1472428800000,2016-08-29,17.9
1472515200000,2016-08-30,17.95
1472601600000,2016-08-31,18.1
1472688000000,2016-09-01,17.95
1472774400000,2016-09-02,17.95
1473033600000,2016-09-05,19.4
1473120000000,2016-09-06,19.1
1473206400000,2016-09-07,19
1473292800000,2016-09-08,19
1473379200000,2016-09-09,18.7
1473465600000,2016-09-10,18.55
1473638400000,2016-09-12,18.5
1473724800000,2016-09-13,18.45
1473811200000,2016-09-14,18.2
1474243200000,2016-09-19,18.65
1474329600000,2016-09-20,18.3
1474416000000,2016-09-21,18.6
1474502400000,2016-09-22,18.4
1474588800000,2016-09-23,18.35
1474848000000,2016-09-26,18.3
1475107200000,2016-09-29,18.3
1475193600000,2016-09-30,18.25
1475452800000,2016-10-03,18.4
1475539200000,2016-10-04,18.65
1475625600000,2016-10-05,18.55
1475712000000,2016-10-06,18.5
1475798400000,2016-10-07,18.6
1476144000000,2016-10-11,18.2
1476230400000,2016-10-12,18.15
1476316800000,2016-10-13,18.35
1476403200000,2016-10-14,17.55
1476662400000,2016-10-17,17.55
1476748800000,2016-10-18,17.8
1476835200000,2016-10-19,17.8
1476921600000,2016-10-20,17.95
1477008000000,2016-10-21,17.85
1477267200000,2016-10-24,17.8
1477353600000,2016-10-25,17.85
1477440000000,2016-10-26,17.9
1477526400000,2016-10-27,17.8
1477612800000,2016-10-28,17.8
1477872000000,2016-10-31,18
1477958400000,2016-11-01,18
1478044800000,2016-11-02,18.1
1478131200000,2016-11-03,18.15
1478217600000,2016-11-04,18.15
1478476800000,2016-11-07,18.2
1478563200000,2016-11-08,18.2
1478649600000,2016-11-09,17.8
1478736000000,2016-11-10,17.8
1478822400000,2016-11-11,17.95
1479081600000,2016-11-14,17.95
1479168000000,2016-11-15,17.3
1479254400000,2016-11-16,17.3
1479340800000,2016-11-17,17.2
1479427200000,2016-11-18,17.2
1479686400000,2016-11-21,17.2
1479772800000,2016-11-22,17.25
1479859200000,2016-11-23,17.25
1479945600000,2016-11-24,17.4
1480032000000,2016-11-25,17.2
1480291200000,2016-11-28,17.8
1480377600000,2016-11-29,17.9
1480464000000,2016-11-30,18.15
1480550400000,2016-12-01,17.7
1480896000000,2016-12-05,17.45
1480982400000,2016-12-06,17.5
1481068800000,2016-12-07,17.5
1481155200000,2016-12-08,17.55
1481241600000,2016-12-09,17.75
1481500800000,2016-12-12,17.9
1481587200000,2016-12-13,17.9
1481673600000,2016-12-14,17.5
1481760000000,2016-12-15,17.5
1481846400000,2016-12-16,17.55
1482105600000,2016-12-19,17.5
1482192000000,2016-12-20,17.6
1482278400000,2016-12-21,17.6
1482364800000,2016-12-22,17.65
1482451200000,2016-12-23,17.7
1482710400000,2016-12-26,17.65
1482796800000,2016-12-27,17.75
1482883200000,2016-12-28,17.7
1482969600000,2016-12-29,17.5
1483056000000,2016-12-30,17.5
1483401600000,2017-01-03,17.55
1483488000000,2017-01-04,17.55
1483574400000,2017-01-05,17.65
1483660800000,2017-01-06,17.7
1483920000000,2017-01-09,17.7
1484006400000,2017-01-10,17.5
1484092800000,2017-01-11,17.5
1484179200000,2017-01-12,17.85
1484265600000,2017-01-13,17.7
1484524800000,2017-01-16,17.45
1484611200000,2017-01-17,17.5
1484697600000,2017-01-18,17.55
1484784000000,2017-01-19,17.7
1484870400000,2017-01-20,17.8
1485129600000,2017-01-23,17.75
1485216000000,2017-01-24,17.55
1485993600000,2017-02-02,17.4
1486080000000,2017-02-03,17.45
1486339200000,2017-02-06,17.7
1486425600000,2017-02-07,17.65
1486512000000,2017-02-08,17.55
1486598400000,2017-02-09,17.7
1486684800000,2017-02-10,17.8
1486944000000,2017-02-13,17.75
1487030400000,2017-02-14,17.75
1487116800000,2017-02-15,17.7
1487203200000,2017-02-16,17.7
1487289600000,2017-02-17,17.8
1487376000000,2017-02-18,17.65
1487548800000,2017-02-20,17.65
1471564800000,2016-08-19,18.65
1471824000000,2016-08-22,18.65
1471910400000,2016-08-23,18.25
1471996800000,2016-08-24,18.2
1472083200000,2016-08-25,18.35
1472169600000,2016-08-26,18.1
1472428800000,2016-08-29,17.9
1472515200000,2016-08-30,17.95
1472601600000,2016-08-31,18.1
1472688000000,2016-09-01,17.95
1472774400000,2016-09-02,17.95
1473033600000,2016-09-05,19.4
1473120000000,2016-09-06,19.1
1473206400000,2016-09-07,19
1473292800000,2016-09-08,19
1473379200000,2016-09-09,18.7
1473465600000,2016-09-10,18.55
1473638400000,2016-09-12,18.5
1473724800000,2016-09-13,18.45
1473811200000,2016-09-14,18.2
1474243200000,2016-09-19,18.65
1474329600000,2016-09-20,18.3
1474416000000,2016-09-21,18.6
1474502400000,2016-09-22,18.4
1474588800000,2016-09-23,18.35
1474848000000,2016-09-26,18.3
1475107200000,2016-09-29,18.3
1475193600000,2016-09-30,18.25
1475452800000,2016-10-03,18.4
1475539200000,2016-10-04,18.65
1475625600000,2016-10-05,18.55
1475712000000,2016-10-06,18.5
1475798400000,2016-10-07,18.6
1476144000000,2016-10-11,18.2
1476230400000,2016-10-12,18.15
1476316800000,2016-10-13,18.35
1476403200000,2016-10-14,17.55
1476662400000,2016-10-17,17.55
1476748800000,2016-10-18,17.8
1476835200000,2016-10-19,17.8
1476921600000,2016-10-20,17.95
1477008000000,2016-10-21,17.85
1477267200000,2016-10-24,17.8
1477353600000,2016-10-25,17.85
1477440000000,2016-10-26,17.9
1477526400000,2016-10-27,17.8
1477612800000,2016-10-28,17.8
1477872000000,2016-10-31,18
1477958400000,2016-11-01,18
1478044800000,2016-11-02,18.1
1478131200000,2016-11-03,18.15
1478217600000,2016-11-04,18.15
1478476800000,2016-11-07,18.2
1478563200000,2016-11-08,18.2
1478649600000,2016-11-09,17.8
1478736000000,2016-11-10,17.8
1478822400000,2016-11-11,17.95
1479081600000,2016-11-14,17.95
1479168000000,2016-11-15,17.3
1479254400000,2016-11-16,17.3
1479340800000,2016-11-17,17.2
1479427200000,2016-11-18,17.2
1479686400000,2016-11-21,17.2
1479772800000,2016-11-22,17.25
1479859200000,2016-11-23,17.25
1479945600000,2016-11-24,17.4
1480032000000,2016-11-25,17.2
1480291200000,2016-11-28,17.8
1480377600000,2016-11-29,17.9
1480464000000,2016-11-30,18.15
1480550400000,2016-12-01,17.7
1480896000000,2016-12-05,17.45
1480982400000,2016-12-06,17.5
1481068800000,2016-12-07,17.5
1481155200000,2016-12-08,17.55
1481241600000,2016-12-09,17.75
1481500800000,2016-12-12,17.9
1481587200000,2016-12-13,17.9
1481673600000,2016-12-14,17.5
1481760000000,2016-12-15,17.5
1481846400000,2016-12-16,17.55
1482105600000,2016-12-19,17.5
1482192000000,2016-12-20,17.6
1482278400000,2016-12-21,17.6
1482364800000,2016-12-22,17.65
1482451200000,2016-12-23,17.7
1482710400000,2016-12-26,17.65
1482796800000,2016-12-27,17.75
1482883200000,2016-12-28,17.7
1482969600000,2016-12-29,17.5
1483056000000,2016-12-30,17.5
1483401600000,2017-01-03,17.55
1483488000000,2017-01-04,17.55
1483574400000,2017-01-05,17.65
1483660800000,2017-01-06,17.7
1483920000000,2017-01-09,17.7
1484006400000,2017-01-10,17.5
1484092800000,2017-01-11,17.5
1484179200000,2017-01-12,17.85
1484265600000,2017-01-13,17.7
1484524800000,2017-01-16,17.45
1484611200000,2017-01-17,17.5
1484697600000,2017-01-18,17.55
1484784000000,2017-01-19,17.7
1484870400000,2017-01-20,17.8
1485129600000,2017-01-23,17.75
1485216000000,2017-01-24,17.55
1485993600000,2017-02-02,17.4
1486080000000,2017-02-03,17.45
1486339200000,2017-02-06,17.7
1486425600000,2017-02-07,17.65
1486512000000,2017-02-08,17.55
1486598400000,2017-02-09,17.7
1486684800000,2017-02-10,17.8
1486944000000,2017-02-13,17.75
1487030400000,2017-02-14,17.75
1487116800000,2017-02-15,17.7
1487203200000,2017-02-16,17.7
1487289600000,2017-02-17,17.8
1487376000000,2017-02-18,17.65
1487548800000,2017-02-20,17.65
